NRO,EMPRESA,TIPO_DOCUMENTO_TITULAR,NRO_DOCUMENTO_TITULAR,FECHA_NACIMIENTO_TITULAR,NOMBRE_TITULAR,PATERNO_TITULAR,MATERNO_TITULAR,NACIONALIDAD_TITULAR,SEXO_TITULAR,NRO_SEGURO_TITULAR,NRO_CELULAR_TITULAR,TITULAR_ES_BENEFICIARIA,TIPO_DOCUMENTO_BENEFICIARIA,NRO_DOCUMENTO_BENEFICIARIA,FECHA_NACIMIENTO_BENEFICIARIA,NOMBRE_BENEFICIARIA,PATERNO_BENEFICIARIA,MATERNO_BENEFICIARIA,NACIONALIDAD_BENEFICIARIA,SEXO_BENEFICIARIA,NRO_SEGURO_BENEFICIARIA,NRO_CELULAR_BENEFICIARIA,TIPO_SUBSIDIO,MONTO,CANTIDAD,TOTAL,NRO_ASIGNACION,DISTRITO,FECHA_INICIO,FECHA_FIN
699,MAGISTERIO,CI,5935706,17/11/1998,PAMELA,CHAVEZ,MONTAÑO,BOLIVIA,M,355480,71540397,SI,,,,,,,,,,,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
700,MAGISTERIO,CI,5921791,25/05/1986,CHRISTIAN,CHAVEZ,QUIROGA,BOLIVIA,F,355481,71540398,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
701,MAGISTERIO,CI,5599541,03/10/2007,MADDY,CHICABA,TIBI,BOLIVIA,M,355482,71540399,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
702,MAGISTERIO,CI,6411070,05/12/1996,EVERT,CHILENO,ALVAREZ,BOLIVIA,F,355483,71540400,SI,,,,,,,,,,,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
703,MAGISTERIO,CI,7842956,30/01/2001,CINTHIA,CHINCHE,CONDORI,BOLIVIA,F,355484,71540401,SI,,,,,,,,,,,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
704,MAGISTERIO,CI,6478024,28/05/1973,JHIMY,CHOCONI,ROCHA,BOLIVIA,M,355485,71540402,SI,,,,,,,,,,,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
705,MAGISTERIO,CI,7001865,21/12/1956,FREDDY,CHOQUE,CHAVEZ,BOLIVIA,F,355486,71540403,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
706,MAGISTERIO,CI,5259458,16/03/2004,OSCAR,CHOQUE,CRUZ,BOLIVIA,M,355487,71540404,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
707,MAGISTERIO,CI,5061145,17/04/1954,KETTY,CHOQUE,LOPEZ,BOLIVIA,F,355488,71540405,SI,,,,,,,,,,,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
708,MAGISTERIO,CI,7968958,17/04/1998,OSCAR,CHOQUE,SANCA,BOLIVIA,F,355489,71540406,SI,,,,,,,,,,,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
709,MAGISTERIO,CI,5739136,24/07/1962,GLADYS,CHOQUECALLATA,FLORES,BOLIVIA,M,355490,71540407,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
710,MAGISTERIO,CI,5242549,16/08/2003,OMAR,CLAROS,BALCERAS,BOLIVIA,F,355491,71540408,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
711,MAGISTERIO,CI,7894939,21/07/1973,JUAN,CLAROS,CAMACHO,BOLIVIA,F,355492,71540409,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
712,MAGISTERIO,CI,6413178,21/10/2007,FREDY,CLAROS,PEREIRA,BOLIVIA,F,355493,71540410,SI,,,,,,,,,,,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
713,MAGISTERIO,CI,5298982,21/09/1964,JHENNY,CLAROS,SALAZAR,BOLIVIA,F,355494,71540411,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
714,MAGISTERIO,CI,4468397,28/10/1954,MAURICIO,CLAROS,UZIEDA,BOLIVIA,M,355495,71540412,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
715,MAGISTERIO,CI,5207978,16/03/2003,ELMER,COCA,CAERO,BOLIVIA,M,355496,71540413,SI,,,,,,,,,,,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
716,MAGISTERIO,CI,5903540,06/09/1988,OLIVIA,COCA,OROZCO,BOLIVIA,F,355497,71540414,SI,,,,,,,,,,,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
717,MAGISTERIO,CI,3623061,03/11/1992,JUAN,COCA,PANIAGUA,BOLIVIA,F,355498,71540415,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
718,MAGISTERIO,CI,8052549,05/11/1956,ROSALIA,COLQUE,ACHO,BOLIVIA,F,355499,71540416,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
719,MAGISTERIO,CI,5931427,04/11/2008,PATRICIA,COLQUE,CONDO,BOLIVIA,M,355500,71540417,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
720,MAGISTERIO,CI,4867315,28/05/1958,ANIBAL,CONDARGO,APAZA,BOLIVIA,M,355501,71540418,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
721,MAGISTERIO,CI,6410832,19/10/1969,JUAN,CONDO,CHOQUE,BOLIVIA,M,355502,71540419,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
722,MAGISTERIO,CI,7937033,13/07/1961,LOURDES,CONDORI,CRUZ,BOLIVIA,F,355503,71540420,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
723,MAGISTERIO,CI,6549946,18/01/1998,BLANCA,CONDORI,ENRIQUEZ,BOLIVIA,M,355504,71540421,SI,,,,,,,,,,,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
724,MAGISTERIO,CI,8684363,28/02/1992,MARIELA,CONTRERAS,QUILLA,BOLIVIA,M,355505,71540422,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
725,MAGISTERIO,CI,4481095,10/10/1982,DIEGO,COPA,MIRANDA,BOLIVIA,F,355506,71540423,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
726,MAGISTERIO,CI,7898872,01/03/1974,WALTER,COPALI,SANCHEZ,BOLIVIA,F,355507,71540424,SI,,,,,,,,,,,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
727,MAGISTERIO,CI,6471946,01/05/1994,HENRY,CORDOVA,CABELLO,BOLIVIA,M,355508,71540425,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
728,MAGISTERIO,CI,7973664,19/07/1977,MARY,CORDOVA,VASQUEZ,BOLIVIA,M,355509,71540426,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
729,MAGISTERIO,CI,3789851,17/06/1958,JIMMY,CORDOVA,VELASCO,BOLIVIA,M,355510,71540427,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
730,MAGISTERIO,CI,5229439,05/11/1989,MAURICIO,COSSIO,MERCADO,BOLIVIA,F,355511,71540428,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
731,MAGISTERIO,CI,4454210,04/04/1989,ALEX,COSSIO,OLIVERA,BOLIVIA,F,355512,71540429,SI,,,,,,,,,,,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
732,MAGISTERIO,CI,7909406,14/02/2005,MAURICIO,COSSIO,ZURITA,BOLIVIA,M,355513,71540430,SI,,,,,,,,,,,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
733,MAGISTERIO,CI,9305576,27/02/1977,ZULMA,CRUZ,CHAMBI,BOLIVIA,M,355514,71540431,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
734,MAGISTERIO,CI,5216245,02/03/2001,EFRAIN,CRUZ,CHOQUE,BOLIVIA,F,355515,71540432,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
735,MAGISTERIO,CI,8798982,17/10/1953,RAFAEL,CRUZ,GAMON,BOLIVIA,F,355516,71540433,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
736,MAGISTERIO,CI,4465360,02/01/1974,NINO,CRUZ,GONZALES,BOLIVIA,M,355517,71540434,SI,,,,,,,,,,,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
737,MAGISTERIO,CI,5074776,31/03/2008,LEONEL,CRUZ,MEJIA,BOLIVIA,F,355518,71540435,SI,,,,,,,,,,,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
738,MAGISTERIO,CI,5229888,28/03/1960,VERLYN,CRUZ,PATTY,BOLIVIA,F,355519,71540436,SI,,,,,,,,,,,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
739,MAGISTERIO,CI,7113383,27/10/1973,HERNAN,CRUZ,RODRIGUEZ,BOLIVIA,M,355520,71540437,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
740,MAGISTERIO,CI,6487867,26/11/1972,MARIA,CRUZ,VINCENTI,BOLIVIA,M,355521,71540438,SI,,,,,,,,,,,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
741,MAGISTERIO,CI,5230239,19/01/1964,RIMMY,CUBA,ORELLANA,BOLIVIA,F,355522,71540439,SI,,,,,,,,,,,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
742,MAGISTERIO,CI,6412819,08/07/2011,GUIDO,CUBA,SALAZAR,BOLIVIA,M,355523,71540440,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
743,MAGISTERIO,CI,7900573,07/07/2003,MARCELO,CUSI,,BOLIVIA,F,355524,71540441,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
744,MAGISTERIO,CI,6541502,10/07/1964,ELOY,CUSI,,BOLIVIA,F,355525,71540442,SI,,,,,,,,,,,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
745,MAGISTERIO,CI,5315564,24/01/1998,MARIEL,DALENCE,SABIONCELLO,BOLIVIA,M,355526,71540443,SI,,,,,,,,,,,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
746,MAGISTERIO,CI,6322118,26/08/1982,MILENA,DAVALOS,HURTADO,BOLIVIA,F,355527,71540444,SI,,,,,,,,,,,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
747,MAGISTERIO,CI,4501230,26/06/2011,JOSE,DAZA,RENGEL,BOLIVIA,M,355528,71540445,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
748,MAGISTERIO,CI,5159601,24/12/1972,EGBERTO,DE,,BOLIVIA,F,355529,71540446,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
749,MAGISTERIO,CI,6477400,24/06/1995,MAURICIO,DE,GALDO,BOLIVIA,F,355530,71540447,SI,,,,,,,,,,,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
750,MAGISTERIO,CI,4534840,18/11/2001,LLUVITZA,DELGADILLO,ESPINOZA,BOLIVIA,M,355531,71540448,SI,,,,,,,,,,,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
751,MAGISTERIO,CI,7963071,12/05/1964,NATALY,DELGADILLO,VARGAS,BOLIVIA,F,355532,71540449,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
752,MAGISTERIO,CI,7929493,22/10/1967,ANDREA,DELGADILLO,VERGARA,BOLIVIA,F,355533,71540450,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
753,MAGISTERIO,CI,6411196,06/11/1965,WILDER,DELGADILLO,ZENTENO,BOLIVIA,F,355534,71540451,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
754,MAGISTERIO,CI,8839739,16/07/1972,ODALIS,DORADO,MARQUATD,BOLIVIA,F,355535,71540452,SI,,,,,,,,,,,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
755,MAGISTERIO,CI,7807178,02/02/1987,YLDEFONZO,DORADO,VELASQUEZ,BOLIVIA,M,355536,71540453,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
756,MAGISTERIO,CI,6512031,16/03/1967,ARMANDO,DUEÑAS,MORALES,BOLIVIA,M,355537,71540454,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
757,MAGISTERIO,CI,6475539,09/03/1967,ARIEL,DURAN,BORDA,BOLIVIA,F,355538,71540455,SI,,,,,,,,,,,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
758,MAGISTERIO,CI,5197598,28/11/2006,LESLIE,DURAN,GONZALES,BOLIVIA,F,355539,71540456,SI,,,,,,,,,,,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
759,MAGISTERIO,CI,6460704,02/02/1981,OSCAR,EDUARDO,SAAVEDRA,BOLIVIA,F,355540,71540457,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
760,MAGISTERIO,CI,5668767,22/03/1971,ROLANDO,ENCINAS,NAVIA,BOLIVIA,M,355541,71540458,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
761,MAGISTERIO,CI,5266786,16/06/1957,REINALDO,ENRIQUEZ,,BOLIVIA,M,355542,71540459,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
762,MAGISTERIO,CI,7899475,31/01/1988,ARMANDO,ENRIQUEZ,PEREZ,BOLIVIA,M,355543,71540460,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
763,MAGISTERIO,CI,8049702,22/10/1999,MICHELLE,ESCALANTE,FLORES,BOLIVIA,F,355544,71540461,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
764,MAGISTERIO,CI,5728274,31/03/2000,MARCO,ESCALERA,RODRIGUEZ,BOLIVIA,M,355545,71540462,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
765,MAGISTERIO,CI,3783679,02/08/1969,JUAN,ESCOBAR,BRACAMONTE,BOLIVIA,M,355546,71540463,SI,,,,,,,,,,,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
766,MAGISTERIO,CI,3568095,18/09/1973,OSCAR,ESCOBAR,GOMEZ,BOLIVIA,F,355547,71540464,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
767,MAGISTERIO,CI,3757653,06/11/1967,JORGE,ESCOBAR,GUZMAN,BOLIVIA,F,355548,71540465,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
768,MAGISTERIO,CI,4414623,17/09/1973,GILCA,ESCOBAR,MARTINEZ,BOLIVIA,M,355549,71540466,SI,,,,,,,,,,,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
769,MAGISTERIO,CI,5497338,25/11/1980,ROGER,ESPADA,PEREZ,BOLIVIA,M,355550,71540467,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
770,MAGISTERIO,CI,6546467,25/03/1994,ROCIO,ESPINOZA,CESPEDES,BOLIVIA,M,355551,71540468,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
771,MAGISTERIO,CI,7902029,23/06/1980,JAIME,ESPINOZA,ESPINOZA,BOLIVIA,F,355552,71540469,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
772,MAGISTERIO,CI,5189847,02/07/1956,CLAUDIA,ESPINOZA,MERUVIA,BOLIVIA,F,355553,71540470,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
773,MAGISTERIO,CI,4532337,09/01/1998,CARLA,ESTRADA,PADILLA,BOLIVIA,M,355554,71540471,SI,,,,,,,,,,,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
774,MAGISTERIO,CI,7977460,25/05/1955,NANCY,ESTRADA,TERCEROS,BOLIVIA,M,355555,71540472,SI,,,,,,,,,,,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
775,MAGISTERIO,CI,6731153,21/06/1961,ORLANDO,EULATE,ANDIA,BOLIVIA,F,355556,71540473,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
776,MAGISTERIO,CI,9318267,18/09/1961,FATIMA,FELIPEZ,DELGADO,BOLIVIA,F,355557,71540474,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
777,MAGISTERIO,CI,4510100,18/02/1967,DANIEL,FERNANDEZ,ARAMAYO,BOLIVIA,M,355558,71540475,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
778,MAGISTERIO,CI,6525084,17/07/1953,NEVA,FERNANDEZ,DUCHEN,BOLIVIA,F,355559,71540476,SI,,,,,,,,,,,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
779,MAGISTERIO,CI,9328403,20/01/1984,MARIA,FERNANDEZ,MERIDA,BOLIVIA,F,355560,71540477,SI,,,,,,,,,,,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
780,MAGISTERIO,CI,2634797,29/11/1981,EDNA,FERNANDEZ,OMONTE,BOLIVIA,M,355561,71540478,SI,,,,,,,,,,,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
781,MAGISTERIO,CI,5269754,10/11/2011,VLADIMIR,FERNANDEZ,ORELLANA,BOLIVIA,M,355562,71540479,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
782,MAGISTERIO,CI,2797938,26/12/1957,BENIGNA,FERNANDEZ,ORIHUELA,BOLIVIA,F,355563,71540480,SI,,,,,,,,,,,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
783,MAGISTERIO,CI,4380018,14/02/1992,GRISELDA,FERNANDEZ,ROSALES,BOLIVIA,M,355564,71540481,SI,,,,,,,,,,,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
784,MAGISTERIO,CI,6447192,01/11/2007,LIZ,FERNANDEZ,ZAMBRANA,BOLIVIA,F,355565,71540482,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
785,MAGISTERIO,CI,4871363,29/07/1994,CARLA PATRICIA,PEREZ,,BOLIVIA,F,355566,71540483,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
786,MAGISTERIO,CI,997211,16/11/1954,AURORA,FERREL,ROCABADO,BOLIVIA,M,355567,71540484,SI,,,,,,,,,,,1,2000,493,2000,1,LA PAZ,05/01/2018,12/01/2018
787,MAGISTERIO,CI,6405139,23/01/1967,MARIBEL,FERRUFINO,ARISPE,BOLIVIA,F,355568,71540485,SI,,,,,,,,,,,3,2000,494,6000,1,CBBA,05/01/2018,12/01/2018
788,MAGISTERIO,CI,6478421,16/10/1970,DANIEL,FERRUFINO,FLORES,BOLIVIA,M,355569,71540486,SI,,,,,,,,,,,1,2000,495,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
789,MAGISTERIO,CI,6476654,22/07/1990,ISMAEL,FERRUFINO,TUMIRI,BOLIVIA,F,355570,71540487,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
790,MAGISTERIO,CI,5262333,22/11/1956,SIGRID,FIORILO,CESPEDES,BOLIVIA,F,355571,71540488,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
791,MAGISTERIO,CI,7888941,10/05/2001,CRISTHIAN,FLOR,RODRIGUEZ,BOLIVIA,M,355572,71540489,SI,,,,,,,,,,,3,2000,498,6000,1,SUCRE,05/01/2018,12/01/2018
792,MAGISTERIO,CI,8054582,12/09/1995,FIORELA,FLORES,APODACA,BOLIVIA,F,355573,71540490,SI,,,,,,,,,,,1,2000,499,2000,1,LA PAZ,05/01/2018,12/01/2018
793,MAGISTERIO,CI,7580591,29/08/2010,DAVID,FLORES,CAMAYO,BOLIVIA,F,355574,71540491,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
794,MAGISTERIO,CI,5173459,01/09/2007,RICHARD,FLORES,CRUZ,BOLIVIA,F,355575,71540492,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
795,MAGISTERIO,CI,5273172,11/12/2012,NAIRA,FLORES,CRUZ,BOLIVIA,F,355576,71540493,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
796,MAGISTERIO,CI,8003264,20/08/1982,ANA,FLORES,GONZALES,BOLIVIA,M,355577,71540494,SI,,,,,,,,,,,1,2000,1,2000,1,CBBA,05/01/2018,12/01/2018
797,MAGISTERIO,CI,5305760,16/02/1986,PAMELA,FLORES,LIMA,BOLIVIA,M,355578,71540495,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
798,MAGISTERIO,CI,4414363,04/07/1986,JHONNY,FLORES,LIZARAZU,BOLIVIA,F,355579,71540496,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
799,MAGISTERIO,CI,7965557,31/03/1968,CAROLINA,FLORES,ORELLANA,BOLIVIA,F,355580,71540497,SI,,,,,,,,,,,3,2000,464,6000,1,LA PAZ,05/01/2018,12/01/2018
800,MAGISTERIO,CI,6471077,05/04/1963,MARIANA,FLORES,ROBLES,BOLIVIA,F,355581,71540498,SI,,,,,,,,,,,1,2000,465,2000,1,LA PAZ,05/01/2018,12/01/2018
801,MAGISTERIO,CI,3621336,26/11/1971,ALEJANDRO,FORONDA,UREÑA,BOLIVIA,M,355582,71540499,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
802,MAGISTERIO,CI,5667724,30/06/1979,JHONNY,FRANCO,MENESES,BOLIVIA,M,355583,71540500,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
803,MAGISTERIO,CI,4384425,11/01/1988,CAROLINA,FRIAS,VOCAL,BOLIVIA,M,355584,71540501,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
804,MAGISTERIO,CI,6177638,24/05/1976,WILBER,FUENTES,COSSIO,BOLIVIA,F,355585,71540502,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
805,MAGISTERIO,CI,5292833,02/08/1993,MARY,FUENTES,MARIN,BOLIVIA,M,355586,71540503,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
806,MAGISTERIO,CI,4455533,10/09/1971,TEODOCIA,FUENTES,PINEDO,BOLIVIA,M,355587,71540504,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
807,MAGISTERIO,CI,8016211,13/12/2001,MARIA,FUERTES,CALLAMULLO,BOLIVIA,F,355588,71540505,SI,,,,,,,,,,,3,2000,472,6000,1,LA PAZ,05/01/2018,12/01/2018
808,MAGISTERIO,CI,3056006,18/01/1956,RAMIRO,FULGUERA,VILLANUEVA,BOLIVIA,F,355589,71540506,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
809,MAGISTERIO,CI,4493655,25/12/1958,LAURA,GAMBOA,CLAROS,BOLIVIA,M,355590,71540507,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
810,MAGISTERIO,CI,7930345,01/07/2010,DIEGO,GAMEZ,UNZUETA,BOLIVIA,M,355591,71540508,SI,,,,,,,,,,,1,2000,475,2000,1,BENI ,05/01/2018,12/01/2018
811,MAGISTERIO,CI,6446103,28/01/2000,DANITZA,GANDARILLAS,VEIZAGA,BOLIVIA,M,355592,71540509,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
812,MAGISTERIO,CI,4480927,20/03/2005,PABLO,GARCIA,AYALA,BOLIVIA,F,355593,71540510,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
813,MAGISTERIO,CI,5286008,26/08/1961,AMERICO,GARCIA,FLORES,BOLIVIA,F,355594,71540511,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
814,MAGISTERIO,CI,6519716,04/11/1977,CARLA,GARCIA,GARCIA,BOLIVIA,M,355595,71540512,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
815,MAGISTERIO,CI,6443216,10/05/1997,IVAN,GARCIA,HERRERA,BOLIVIA,M,355596,71540513,SI,,,,,,,,,,,3,2000,480,6000,1,CBBA,05/01/2018,12/01/2018
816,MAGISTERIO,CI,6513153,11/04/1970,RENATO,GARCIA,ORELLANA,BOLIVIA,F,355597,71540514,SI,,,,,,,,,,,1,2000,481,2000,1,SANTA CRUZ,05/01/2018,12/01/2018
817,MAGISTERIO,CI,4781546,16/06/2003,IVAN,GARCIA,TORRICO,BOLIVIA,F,355598,71540515,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
818,MAGISTERIO,CI,4477643,03/12/1959,VERONICA,GARCIA,VASQUEZ,BOLIVIA,M,355599,71540516,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
819,MAGISTERIO,CI,7931117,08/07/1978,CAROLINA,GARCIA,,BOLIVIA,F,355600,71540517,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
820,MAGISTERIO,CI,3034666,11/07/2005,MARIA,GARNICA,,BOLIVIA,F,355601,71540518,SI,,,,,,,,,,,1,2000,485,2000,1,LA PAZ,05/01/2018,12/01/2018
821,MAGISTERIO,CI,4386018,25/09/1973,GERMAN,GARNICA,CRUZ,BOLIVIA,M,355602,71540519,SI,,,,,,,,,,,3,2000,486,6000,1,LA PAZ,05/01/2018,12/01/2018
822,MAGISTERIO,CI,4493457,01/03/2010,FERNANDO,GARRIDO,ARZABE,BOLIVIA,M,355603,71540520,SI,,,,,,,,,,,1,2000,487,2000,1,CBBA,05/01/2018,12/01/2018
823,MAGISTERIO,CI,7935689,28/07/1962,MARIA,GARRON,SALVATIERRA,BOLIVIA,F,355604,71540521,SI,,,,,,,,,,,2,2000,2,4000,1,LA PAZ,05/01/2018,12/01/2018
824,MAGISTERIO,CI,141445,25/08/1979,MARCO,GODINEZ,ORTIZ,BOLIVIA,M,355605,71540522,SI,,,,,,,,,,,1,2000,489,2000,1,BENI ,05/01/2018,12/01/2018
825,MAGISTERIO,CI,5304879,03/07/1956,DANIEL,GOMEZ,CASTRO,BOLIVIA,F,355606,71540523,SI,,,,,,,,,,,3,2000,490,6000,1,PANDO ,05/01/2018,12/01/2018
